titulo,autores,generos,serie,sinopsis,url_libro,categoria_origen,fecha_extraccion,url_portada
Objetivo Madeleine,Alfredo de Braganza,Bélico; Drama; Histórico; Novela,,"París, 1943. Noor, una princesa india convertida en espía aliada para luchar contra los nazis, es apresada y torturada en un edificio del que nadie ha salido con vida. En su poder, la información que puede hundir la reputación del Vaticano y descalabrar el proyecto de Hitler. ¿Será capaz de soportar el infierno para cumplir con su misión? Un thriller histórico ambientado en la Segunda Guerra Mundial, cargado de suspense y giros inesperados, que recorre la fascinante vida de Noor Inayat Khan, la única mujer que ganó los más altos honores civiles a título póstumo, la Cruz de San Jorge por el gobierno británico y la Croix de Guerre del gobierno francés, gracias a su valiente lucha por la libertad. Conoce la historia de una de las heroínas de guerra más olvidadas y descubre los entresijos de un conflicto salpicado por la permisividad del Vaticano sobre el genocidio en Yugoslavia a manos de la Ustacha, el movimiento fascista que también se cobró la vida de cientos de serbios, judíos, gitanos y partisanos. «Al surcar estas páginas sufrirá, se angustiará, quedará impresionado por el horror, pero, a la vez, descubrirá un canto a la lucha contra la tiranía, a la fe en algo que sobrepasa la muerte y al amor». –César Vidal",https://ww3.lectulandia.com/book/objetivo-madeleine/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Alfredo%20De%20Braganza/Objetivo%20Madeleine%20(22)/small.jpg
Caligramas,Guillaume Apollinaire,Bélico; Drama; Otros; Poesía,,"Guillaume Apollinaire (1880-1918) no ha perdido todavía su puesto destacado entre los autores más desconcertantes de la literatura francesa contemporánea. Muy pronto captó la atención de exégetas e investigadores y actualmente sus obras más diversas continúan despertando extraordinario interés, tanto por su original sensibilidad como por la audacia de sus propuestas literarias, que han servido de punto de partida para una parte importante de las vanguardias actuales. En «Caligramas» aparece, junto con las constelaciones imaginarias que caracterizan al poeta, un amplio y variado repertorio de sus búsquedas formales, que en la presente edición completa se ha querido respetar tal como el autor lo publicó en 1918.",https://ww3.lectulandia.com/book/caligramas/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Guillaume%20Apollinaire/Caligramas%20(15)/small.jpg
La ruta sangrienta,Sven Hassel,Aventuras; Bélico; Novela,Biblioteca Sven Hassel,"«La ruta sangrienta» es, sin duda, una de las novelas más logradas de Sven Hassel, el famoso autor de tantos y tantos «best-sellers» centrados en torno a la actividad de las tropas alemanas durante la Segunda Guerra Mundial. Reaparecen los personajes tan conocidos por los numerosos lectores de Sven Hassel: «el Viejo», «Hermanito», Porta, «el Legionario»…, a los que se unen otros nuevos como «Tango» y «Búfalo». La unidad a cuyo mando se halla «el Viejo», se enfrenta aquí con los partisanos griegos. Los «500» van encontrando por doquier, en su marcha, una «ruta sangrienta», y asisten a escenas verdaderamente desgarradoras, como la del niño que enloquece al ver cómo unos desertores matan a sus jóvenes padres, o el fusilamiento sin previo juicio, por haber robado, de dos adolescentes que son casi unos niños… Apocalípticas y dantescas escenas que, por desgracia, no son producto de la imaginación de su autor.",https://ww3.lectulandia.com/book/la-ruta-sangrienta/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Sven%20Hassel/La%20ruta%20sangrienta%20(5)/small.jpg
Los perros de Essex,Dan Jones,Bélico; Histórico; Novela,Los perros de Essex,"En la guerra, algunos luchan por la gloria; otros, por dinero. ¿Los Perros de Essex? Luchan el uno por el otro. Julio de 1346. Diez hombres desembarcan en las playas de Normandía. Son los Perros de Essex: un pelotón de arqueros y hombres de armas dirigidos por un capitán cuyos mejores días han quedado atrás. Esta banda de hermanos, que se adentra cada vez más en territorio enemigo hacia Crécy, sabe que va a librar una batalla que forjará naciones. ¿Conseguirá el viejo capitán que vuelvan a casa sanos y salvos o los devorará la vorágine de la guerra de los Cien Años?",https://ww3.lectulandia.com/book/los-perros-de-essex/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Dan%20Jones/Los%20perros%20de%20Essex%20(1)/small.jpg
Ojo de diamante,Kate Quinn,Bélico; Histórico; Novela,,"La autora superventas de La red de Alice regresa con un inolvidable relato de la Segunda Guerra Mundial, basado en hechos reales, en torno a una pacífica bibliotecaria que se convirtió en la francotiradora más letal de la historia . En 1937, en la nevada Kiev, la vida de Mila Pavlichenko gira en torno a su trabajo de bibliotecaria y a su hijo pequeño, pero la invasión de los nazis a la URSS cambia radicalmente su destino. Cuando le dan un fusil y la envían a luchar al frente oriental, la joven estudiosa se convertirá en una implacable francotiradora conocida como Lady Muerte y llegará a ser una heroína nacional. Para recuperarse de sus heridas de guerra Mila es enviada a los Estados Unidos en una gira benéfica y propagandística. Allí se ve aislada y sola hasta que una inesperada amistad con la primera dama, Eleanor Roosevelt, y una aún más inesperada conexión con un compañero francotirador le ofrecen la posibilidad de la felicidad. Pero un viejo enemigo del pasado de Mila une sus fuerzas a las de un nuevo y letal adversario que acecha en las sombras, y Lady Muerte tendrá que luchar contra sus propios demonios y contra las balas enemigas en el duelo más letal de su vida. Finalista a los Goodreads Choice Awards: Mejor Novela Histórica de 2022",https://ww3.lectulandia.com/book/ojo-de-diamante/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Kate%20Quinn/Ojo%20de%20diamante%20(5)/small.jpg
Muerte al invasor,C. S. Forester,Bélico; Novela,,"Muerte al invasor es una novela sobre la guerra en Portugal durante las guerras napoleónicas. Relata las aventuras de un fusilero británico del 95.º Regimiento de Infantería que queda aislado de su regimiento cuando el ejército aliado se retira tras las Líneas de Torres Vedras. Se ve obligado a sobrevivir durante varios meses en un territorio devastado por los aliados y ocupado por los franceses. Con la ayuda de algunos portugueses locales, Dodd libra una guerra de guerrillas contra los franceses. La historia se cuenta tanto desde la perspectiva de Dodd como de los franceses contra los que lucha.",https://ww3.lectulandia.com/book/muerte-al-invasor/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/C%20S%20Forester/Muerte%20al%20invasor%20(13)/small.jpg
Torpedo,Edward L. Beach,Bélico; Novela,,"Un submarino de la armada estadounidense es hundido por un destructor japonés durante la Segunda Guerra Mundial. Este fracaso lleva a la destitución del capitán americano, que desarrolla un odio feroz contra el desconocido comandante enemigo que lo hundió. A pesar de todo, sus amistades en Washington logran para él un nuevo mando, pasando por encima de otro joven oficial admirado y respetado por sus hombres. La hostilidad de la tripulación al tomar el capitán el comando del nuevo submarino no deja de crecer. Su extraño comportamiento y su actitud obsesiva no facilitan la situación que amenaza con llegar al motín. Un drama de terribles pasiones entre hombres duros que de continuo se enfrentan con la muerte y que no reconocen más ley que la férrea disciplina de las ordenanzas militares.",https://ww3.lectulandia.com/book/torpedo/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Edward%20L%20Beach/Torpedo%20(1)/small.jpg
La perfección del tiro,Mathias Énard,Bélico; Drama; Novela,,"Un francotirador de dieciocho años que desde hace demasiado tiempo vive en una ciudad sitiada por la guerra civil centra su existencia en un único objetivo: perfeccionar el arte del disparo. El secreto de un tiro perfecto reside en el dominio de la respiración, mantener la calma y escuchar al propio cuerpo, el latido del corazón. El fusil tiene que convertirse en la prolongación de uno mismo. Y así, con el ojo puesto en la mirilla, espera paciente desde su tejado a que el día acabe con algunos disparos certeros, ya sea a un pájaro o a una vecina que, temerariamente, haya salido a la calle. Cuando la noche cae, el francotirador regresa a casa con una madre medio loca y Myrna, una adolescente de quince años contratada para cuidar a la mujer. Myrna despierta en él una ternura y un deseo que la enajenación provocada por la guerra pervierte de una forma cruel e impredecible. La brillante ópera prima de Mathias Énard consigue adentrarnos en la compleja y perturbada mente de este héroe del horror. La cruda realidad y el lirismo de su voz narrativa confluyen paradójicamente para reflejar la inherente crueldad humana y un mundo en el que no hay más satisfacción que la excelencia en el arte de imponer la fuerza.",https://ww3.lectulandia.com/book/la-perfeccion-del-tiro/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Mathias%20Enard/La%20perfeccion%20del%20tiro%20(7)/small.jpg
En la Tercera el francés,Federico Supervielle Bergés,Bélico; Histórico; Novela,,"Hay muy pocas batallas que, de haberse resuelto de forma distinta, hubieran cambiado radicalmente la historia del mundo. ​En 1582, la guerra de sucesión portuguesa ofreció a Francia la oportunidad de disputar el dominio español del Atlántico. El control extranjero de las Azores habría supuesto el fin del comercio seguro con las Indias, la caída del imperio americano y la quiebra absoluta de la hacienda española. ​Cuando don Álvaro de Bazán, héroe de Lepanto, Orán y Malta, llega a la isla de Tercera, no solo sabe todo esto, sino que es consciente de que el enemigo le dobla en número. Solo su astucia, el arrojo de sus soldados y la valentía de sus marineros pueden salvar doscientos años de imperio y dar al marqués de Santa Cruz la gloria que Lope de Vega glosó: El fiero turco en Lepanto, en la Tercera, el francés, y en todo el mar el inglés, tuvieron de verme espanto.",https://ww3.lectulandia.com/book/en-la-tercera-el-frances/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Federico%20Supervielle%20Berges/En%20la%20Tercera%20el%20frances%20(7)/small.jpg
Reencuentro y Un alma valerosa,Fred Uhlman,Bélico; Drama; Novela,,"Reencuentro (1971) , un clásico contemporáneo que pronto se convirtió en best-seller , narra la intensa amistad, en la Alemania de 1932, que surge entre dos jóvenes de dieciséis años —Hans Schwarz, nacido en una familia judía, y Konradin von Hohenfels, rico aristócrata, miembro de una de las más antiguas familias europeas— cuando coinciden en una selecta escuela de Stuttgart. Sin embargo, al cabo de apenas un año, todo empezará a torcerse: con el ascenso de Hitler al poder, Konradin entra a formar parte de las juventudes hitlerianas mientras Hans huye al exilio. Tan solo mucho tiempo después, Hans, instalado en Estados Unidos, «reencontrará», de un modo sorprendente y emotivo, a su viejo amigo. Un alma valerosa (publicado póstumamente en 1996) narra esa amistad vivida por Konradin, el rico nazi, y en circunstancias dramáticas. Desde la prisión, aterrado, mientras espera a que lo ajusticien por haber participado en el intento de asesinato de Hitler en julio de 1944, escribe una carta a Hans para contarle cómo vivió aquellos años de adolescencia.",https://ww3.lectulandia.com/book/reencuentro-y-un-alma-valerosa/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Fred%20Uhlman/Reencuentro%20y%20Un%20alma%20valerosa%20(5)/small.jpg
Guerra,Louis-Ferdinand Céline,Bélico; Crónica; Historia; Novela; Realista,,"Un acontecimiento literario: la novela perdida de Louis-Ferdinand Céline sobre sus experiencias en la Primera Guerra Mundial. La peripecia del manuscrito de Guerra es novelesca. En las postrimerías de la Segunda Guerra Mundial, al huir de Francia con otros colaboracionistas de los nazis, Louis-Ferdinand Céline dejó dos maletas repletas de manuscritos. Alguien las sustrajo, y su pista se perdió durante décadas, hasta que se recuperaron en 2021 y se procedió al estudio del material que contenían. El primero de los textos en ver la luz es el que el lector tiene en sus manos, escrito entre las dos obras maestras que el autor publicó en el periodo de preguerra: Viaje al fin de la noche y Muerte a crédito. El rescate de esta novela inédita es, pues, un acontecimiento literario. ¿Qué es Guerra ? Como otras novelas de Céline, es un libro con un elevado contenido autobiográfico, que mezcla realidad y ficción. El brigadier Ferdinand es gravemente herido en el frente de Flandes durante una de las cruentas batallas de la Primera Guerra Mundial. Destruido física y moralmente, es evacuado a un hospital al norte de Francia, donde una enfermera inasequible al desaliento se hará cargo de él, y Ferdinand se relacionará con diversos personajes. Escrita con el característico estilo visceral, brutal y radical de Céline, la obra retrata la guerra como enloquecido matadero, y en sus páginas se cruzan, con crudeza y voluptuosidad, la muerte y el sexo, el dolor y la sensualidad, la destrucción y la pasión.",https://ww3.lectulandia.com/book/guerra-louis-ferdinand-celine/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/LouisFerdinand%20Celine/Guerra%20(8)/small.jpg
